# Average strain over simulation: 0.021652
# Frame	Strain
1285	0.0168643
1286	0.0168705
1287	0.0168767
1288	0.0168829
1289	0.0168895
1290	0.0168969
1291	0.0169043
1292	0.0169117
1293	0.0169191
1294	0.0169265
1295	0.0169339
1296	0.0169407
1297	0.0169479
1298	0.0169553
1299	0.0169624
1300	0.0169699
1301	0.0169773
1302	0.0169848
1303	0.0169922
1304	0.0169997
1305	0.0170071
1306	0.0170149
1307	0.0170223
1308	0.0170298
1309	0.0170373
1310	0.0170448
1311	0.0170526
1312	0.0170601
1313	0.0170675
1314	0.0170751
1315	0.0170829
1316	0.0170904
1317	0.0170979
1318	0.0171057
1319	0.0171132
1320	0.0171205
1321	0.017128
1322	0.0171355
1323	0.0171434
1324	0.0171509
1325	0.0171582
1326	0.017166
1327	0.0171733
1328	0.0171809
1329	0.0171885
1330	0.0171963
1331	0.0172039
1332	0.0172115
1333	0.0172191
1334	0.0172267
1335	0.0172343
1336	0.0172422
1337	0.0172498
1338	0.0172574
1339	0.0172647
1340	0.0172718
1341	0.0172797
1342	0.0172873
1343	0.0172954
1344	0.0173034
1345	0.0173118
1346	0.0173199
1347	0.0173267
1348	0.0173333
1349	0.0173414
1350	0.0173494
1351	0.0173579
1352	0.0173656
1353	0.0173743
1354	0.0173839
1355	0.0173931
1356	0.0174027
1357	0.017412
1358	0.0174216
1359	0.0174312
1360	0.0174404
1361	0.0174497
1362	0.0174589
1363	0.0174686
1364	0.0174778
1365	0.0174875
1366	0.0174967
1367	0.017506
1368	0.0175156
1369	0.0175249
1370	0.0175342
1371	0.0175435
1372	0.0175532
1373	0.0175621
1374	0.0175718
1375	0.0175811
1376	0.0175908
1377	0.0176001
1378	0.0176097
1379	0.0176191
1380	0.0176284
1381	0.0176377
1382	0.0176467
1383	0.0176557
1384	0.0176654
1385	0.0176751
1386	0.0176844
1387	0.0176941
1388	0.0177035
1389	0.0177132
1390	0.0177226
1391	0.0177319
1392	0.0177416
1393	0.017751
1394	0.0177608
1395	0.0177701
1396	0.0177795
1397	0.0177893
1398	0.017799
1399	0.0178084
1400	0.0178178
1401	0.0178268
1402	0.0178362
1403	0.0178457
1404	0.0178554
1405	0.0178651
1406	0.0178746
1407	0.0178843
1408	0.0178937
1409	0.0179032
1410	0.0179122
1411	0.0179213
1412	0.0179311
1413	0.0179405
1414	0.0179499
1415	0.0179594
1416	0.0179692
1417	0.0179786
1418	0.0179884
1419	0.0179979
1420	0.0180073
1421	0.0180168
1422	0.0180266
1423	0.0180361
1424	0.0180455
1425	0.0180546
1426	0.018064
1427	0.0180736
1428	0.0180832
1429	0.0180936
1430	0.0181042
1431	0.0181145
1432	0.0181251
1433	0.0181354
1434	0.0181452
1435	0.0181555
1436	0.0181657
1437	0.0181764
1438	0.0181867
1439	0.0181973
1440	0.0182076
1441	0.0182183
1442	0.0182285
1443	0.0182388
1444	0.0182495
1445	0.0182598
1446	0.0182705
1447	0.0182807
1448	0.018291
1449	0.0183014
1450	0.018312
1451	0.0183223
1452	0.018333
1453	0.0183437
1454	0.018354
1455	0.0183639
1456	0.0183747
1457	0.018385
1458	0.0183957
1459	0.018406
1460	0.0184163
1461	0.0184266
1462	0.018437
1463	0.0184469
1464	0.0184572
1465	0.018468
1466	0.0184783
1467	0.0184886
1468	0.0184986
1469	0.0185089
1470	0.0185189
1471	0.0185292
1472	0.0185396
1473	0.0185503
1474	0.0185607
1475	0.018571
1476	0.0185814
1477	0.0185922
1478	0.0186025
1479	0.0186133
1480	0.0186237
1481	0.018634
1482	0.0186448
1483	0.0186551
1484	0.0186656
1485	0.0186763
1486	0.0186867
1487	0.0186975
1488	0.0187079
1489	0.0187187
1490	0.0187291
1491	0.0187399
1492	0.0187502
1493	0.018761
1494	0.0187714
1495	0.0187822
1496	0.0187926
1497	0.018803
1498	0.018813
1499	0.0188235
1500	0.0188343
1501	0.0188447
1502	0.0188555
1503	0.0188659
1504	0.0188759
1505	0.0188859
1506	0.0188964
1507	0.0189072
1508	0.0189176
1509	0.0189284
1510	0.0189381
1511	0.0189481
1512	0.0189581
1513	0.0189681
1514	0.0189782
1515	0.0189886
1516	0.0189987
1517	0.0190091
1518	0.0190195
1519	0.01903
1520	0.01904
1521	0.0190505
1522	0.0190605
1523	0.0190706
1524	0.019081
1525	0.0190911
1526	0.0191015
1527	0.0191116
1528	0.019122
1529	0.0191325
1530	0.0191426
1531	0.019153
1532	0.0191635
1533	0.0191739
1534	0.019184
1535	0.0191936
1536	0.0192041
1537	0.0192145
1538	0.0192242
1539	0.0192347
1540	0.0192448
1541	0.0192553
1542	0.0192657
1543	0.0192758
1544	0.0192859
1545	0.019296
1546	0.0193064
1547	0.0193168
1548	0.019327
1549	0.0193375
1550	0.0193476
1551	0.0193581
1552	0.0193686
1553	0.0193786
1554	0.0193887
1555	0.0193984
1556	0.0194085
1557	0.019419
1558	0.0194295
1559	0.0194396
1560	0.0194501
1561	0.0194606
1562	0.0194707
1563	0.0194812
1564	0.0194913
1565	0.019501
1566	0.0195115
1567	0.0195216
1568	0.0195317
1569	0.0195418
1570	0.0195495
1571	0.0195584
1572	0.0195689
1573	0.0195792
1574	0.0195891
1575	0.0195996
1576	0.0196097
1577	0.0196202
1578	0.0196303
1579	0.0196409
1580	0.0196523
1581	0.0196634
1582	0.0196745
1583	0.0196856
1584	0.0196967
1585	0.0197078
1586	0.0197193
1587	0.0197304
1588	0.0197415
1589	0.019753
1590	0.0197641
1591	0.0197768
1592	0.0197892
1593	0.0198021
1594	0.0198145
1595	0.0198273
1596	0.0198392
1597	0.0198516
1598	0.0198639
1599	0.0198767
1600	0.0198892
1601	0.0199022
1602	0.0199153
1603	0.0199288
1604	0.0199423
1605	0.0199553
1606	0.0199683
1607	0.0199824
1608	0.0199959
1609	0.0200089
1610	0.0200225
1611	0.0200355
1612	0.020049
1613	0.0200625
1614	0.0200755
1615	0.0200891
1616	0.0201021
1617	0.0201156
1618	0.0201291
1619	0.0201421
1620	0.0201556
1621	0.0201692
1622	0.0201827
1623	0.0201962
1624	0.0202101
1625	0.0202238
1626	0.0202373
1627	0.0202508
1628	0.0202643
1629	0.0202778
1630	0.0202919
1631	0.0203054
1632	0.0203189
1633	0.0203329
1634	0.0203464
1635	0.0203594
1636	0.0203729
1637	0.0203869
1638	0.0203999
