# Average strain over simulation: 0.0282424
# Frame	Strain
814	0.0218278
815	0.0218331
816	0.0218396
817	0.0218461
818	0.0218518
819	0.0218579
820	0.0218639
821	0.0218702
822	0.0218762
823	0.0218815
824	0.0218869
825	0.0218929
826	0.0218987
827	0.0219059
828	0.0219132
829	0.0219195
830	0.0219267
831	0.0219339
832	0.021941
833	0.0219481
834	0.0219544
835	0.0219617
836	0.0219686
837	0.0219757
838	0.0219824
839	0.0219877
840	0.0219944
841	0.0220012
842	0.0220081
843	0.0220145
844	0.0220204
845	0.0220257
846	0.0220315
847	0.0220375
848	0.0220432
849	0.0220496
850	0.0220547
851	0.0220608
852	0.0220665
853	0.0220728
854	0.0220787
855	0.0220838
856	0.0220899
857	0.0220956
858	0.0221009
859	0.022106
860	0.0221099
861	0.0221155
862	0.0221211
863	0.0221268
864	0.0221322
865	0.0221369
866	0.0221425
867	0.0221478
868	0.0221533
869	0.0221585
870	0.0221634
871	0.0221678
872	0.0221731
873	0.0221781
874	0.0221831
875	0.022188
876	0.022192
877	0.0221968
878	0.0222018
879	0.0222066
880	0.022211
881	0.0222137
882	0.0222179
883	0.0222223
884	0.0222266
885	0.0222309
886	0.0222342
887	0.0222388
888	0.0222432
889	0.0222477
890	0.022252
891	0.0222557
892	0.0222616
893	0.0222683
894	0.0222747
895	0.0222812
896	0.0222875
897	0.022293
898	0.0222992
899	0.0223057
900	0.0223121
901	0.0223181
902	0.0223218
903	0.0223273
904	0.0223328
905	0.0223388
906	0.0223446
907	0.0223492
908	0.0223551
909	0.0223609
910	0.022367
911	0.0223728
912	0.0223778
913	0.0223835
914	0.0223894
915	0.0223952
916	0.0224011
917	0.0224061
918	0.0224097
919	0.0224152
920	0.0224209
921	0.0224263
922	0.0224312
923	0.0224363
924	0.0224416
925	0.0224471
926	0.0224521
927	0.0224568
928	0.0224618
929	0.0224667
930	0.0224722
931	0.0224787
932	0.0224836
933	0.0224893
934	0.022496
935	0.0225026
936	0.0225095
937	0.0225176
938	0.022525
939	0.0225334
940	0.0225421
941	0.0225505
942	0.0225592
943	0.0225657
944	0.0225744
945	0.0225829
946	0.0225908
947	0.0225986
948	0.022605
949	0.0226127
950	0.0226208
951	0.0226288
952	0.0226368
953	0.022644
954	0.022652
955	0.0226598
956	0.022668
957	0.0226758
958	0.0226836
959	0.022691
960	0.0226987
961	0.0227064
962	0.022714
963	0.0227217
964	0.0227286
965	0.0227364
966	0.0227439
967	0.0227514
968	0.0227592
969	0.0227653
970	0.022773
971	0.0227803
972	0.022788
973	0.0227956
974	0.0228015
975	0.0228091
976	0.0228166
977	0.0228228
978	0.0228284
979	0.022833
980	0.0228398
981	0.0228471
982	0.0228544
983	0.0228614
984	0.0228672
985	0.0228741
986	0.0228813
987	0.0228884
988	0.0228958
989	0.0229028
990	0.0229097
991	0.022917
992	0.0229246
993	0.0229324
994	0.0229393
995	0.0229465
996	0.0229542
997	0.0229617
998	0.0229691
999	0.0229765
1000	0.0229832
1001	0.0229908
1002	0.0229982
1003	0.0230058
1004	0.0230133
1005	0.0230193
1006	0.0230268
1007	0.0230343
1008	0.0230415
1009	0.0230489
1010	0.0230551
1011	0.0230625
1012	0.0230698
1013	0.0230769
1014	0.0230842
1015	0.0230906
1016	0.0230975
1017	0.0231048
1018	0.023112
1019	0.0231189
1020	0.0231248
1021	0.023132
1022	0.0231391
1023	0.0231459
1024	0.023153
1025	0.0231594
1026	0.0231656
1027	0.0231726
1028	0.0231792
1029	0.0231862
1030	0.0231922
1031	0.0231986
1032	0.0232052
1033	0.0232117
1034	0.0232183
1035	0.0232242
1036	0.0232293
1037	0.0232358
1038	0.0232426
1039	0.0232493
1040	0.0232554
1041	0.0232613
1042	0.023268
1043	0.0232746
1044	0.0232812
1045	0.0232872
1046	0.0232919
1047	0.0232984
1048	0.023305
1049	0.0233112
1050	0.0233177
1051	0.0233231
1052	0.023329
1053	0.0233351
1054	0.023341
1055	0.0233471
1056	0.0233519
1057	0.0233577
1058	0.0233641
1059	0.0233701
1060	0.0233761
1061	0.0233819
1062	0.0233873
1063	0.0233933
1064	0.0233992
1065	0.0234054
1066	0.0234108
1067	0.0234162
1068	0.0234221
1069	0.0234279
1070	0.023434
1071	0.0234393
1072	0.0234446
1073	0.0234506
1074	0.0234564
1075	0.0234624
1076	0.0234679
1077	0.0234728
1078	0.0234788
1079	0.0234842
1080	0.0234896
1081	0.0234952
1082	0.0235001
1083	0.0235057
1084	0.0235115
1085	0.0235171
1086	0.0235226
1087	0.0235267
1088	0.0235322
1089	0.0235377
1090	0.0235435
1091	0.0235492
1092	0.0235541
1093	0.0235598
1094	0.0235652
1095	0.0235708
1096	0.0235765
1097	0.0235816
1098	0.0235869
1099	0.0235925
1100	0.0235978
1101	0.0236031
1102	0.0236086
1103	0.0236132
1104	0.0236182
1105	0.0236236
1106	0.0236291
1107	0.0236343
1108	0.023639
1109	0.0236442
1110	0.0236493
1111	0.0236547
1112	0.0236598
1113	0.023664
1114	0.0236691
1115	0.0236742
1116	0.0236792
1117	0.0236843
1118	0.0236882
1119	0.0236926
1120	0.0236976
1121	0.0237026
1122	0.0237073
1123	0.0237121
1124	0.0237162
1125	0.0237211
1126	0.023726
1127	0.0237309
1128	0.0237358
1129	0.0237398
1130	0.0237449
1131	0.02375
1132	0.0237548
1133	0.0237596
1134	0.0237632
1135	0.023768
1136	0.0237729
1137	0.0237777
1138	0.0237825
1139	0.0237868
1140	0.0237919
1141	0.0237964
1142	0.0238011
1143	0.0238058
1144	0.0238103
1145	0.0238147
1146	0.0238194
1147	0.0238244
1148	0.023829
1149	0.0238334
1150	0.0238372
1151	0.0238418
1152	0.0238463
1153	0.0238509
1154	0.0238554
1155	0.023859
1156	0.0238635
1157	0.0238682
1158	0.0238725
1159	0.0238769
1160	0.023881
1161	0.0238857
1162	0.0238901
1163	0.0238947
1164	0.0238991
1165	0.023903
1166	0.0239074
1167	0.0239114
1168	0.0239155
1169	0.0239199
1170	0.0239237
1171	0.0239282
1172	0.0239325
1173	0.0239368
1174	0.0239411
1175	0.0239448
1176	0.0239486
1177	0.0239528
1178	0.0239569
1179	0.0239613
1180	0.0239654
1181	0.0239687
1182	0.0239729
1183	0.0239771
1184	0.0239813
1185	0.0239853
1186	0.0239892
1187	0.0239936
1188	0.0239977
1189	0.0240015
1190	0.0240056
1191	0.0240094
1192	0.0240135
1193	0.0240177
1194	0.0240231
1195	0.0240288
1196	0.0240335
1197	0.0240389
1198	0.0240442
1199	0.0240498
1200	0.0240552
1201	0.0240601
1202	0.0240656
1203	0.0240712
1204	0.0240765
1205	0.0240821
1206	0.0240864
1207	0.0240919
1208	0.0240972
1209	0.0241023
1210	0.0241075
1211	0.0241114
1212	0.0241164
1213	0.0241219
1214	0.0241271
1215	0.0241326
1216	0.0241375
1217	0.0241427
1218	0.0241482
1219	0.0241531
1220	0.0241572
1221	0.0241619
1222	0.0241666
1223	0.0241717
1224	0.0241769
1225	0.024182
1226	0.0241869
1227	0.0241911
1228	0.0241964
1229	0.0242018
1230	0.0242071
1231	0.0242124
1232	0.0242168
1233	0.024222
1234	0.0242271
1235	0.0242326
1236	0.0242378
1237	0.024242
1238	0.0242468
1239	0.024252
1240	0.0242575
1241	0.0242627
1242	0.024267
1243	0.0242722
1244	0.0242771
1245	0.0242821
1246	0.0242871
1247	0.0242916
1248	0.0242963
1249	0.024301
1250	0.0243061
